id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
50946_clip_24_operation,videos/level_1/50946/clip_24.mp4,What is the person doing with the filter unit?,"{""A"": ""Filtering the solution through it"", ""B"": ""Filling it with solution directly"", ""C"": ""Removing it from the syringe after use"", ""D"": ""Attaching it to the syringe without filtering""}","""A""",D,B,A,0.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""inject liquid into a well""
  ],
  ""objects_manipulated"": [
    ""syringe"",
    ""well""
  ],
  ""tool_object_interaction"": [
    ""The syringe is inserted into the well to inject the liquid.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""insert syringe into well""
  ],
  ""objects_manipulated"": [
    ""syringe"",
    ""well plate""
  ],
  ""tool_object_interaction"": [
    ""syringe tip is placed into the well of the plate""
  ]
}
```"
61800_clip_16_operation,videos/level_1/61800/clip_16.mp4,What is the person doing with the filter paper near the cover glass?,"{""A"": ""Placing it onto the edge of the cover glass"", ""B"": ""Removing it from the edge of the cover glass"", ""C"": ""Replacing it with a tissue paper on the edge"", ""D"": ""Positioning it at the center of the cover glass""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""focus microscope to view cells""],
  ""objects_manipulated"": [""microscope slide with cells""],
  ""tool_object_interaction"": [""microscope objective lens is brought into contact with the slide""]
}
```","```json
{
  ""actions_performed"": [
    ""focus microscope objective lens on sample slide""
  ],
  ""objects_manipulated"": [
    ""microscope objective lens"",
    ""sample slide""
  ],
  ""tool_object_interaction"": [
    ""objective lens is lowered towards the sample slide"",
    ""sample slide is positioned under the objective lens""
  ]
}
```"
61800_clip_8_operation,videos/level_1/61800/clip_8.mp4,What is the person doing with the forceps?,"{""A"": ""Tearing the tunica open and forcing tubules out"", ""B"": ""Transferring the tunica tissue to another dish"", ""C"": ""Removing the entire tunica from the testes"", ""D"": ""Clamping the tunica to stabilize it for cutting""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""use forceps to manipulate tissue""
  ],
  ""objects_manipulated"": [
    ""tissue sample""
  ],
  ""tool_object_interaction"": [
    ""forceps grip and move tissue""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate tissue with forceps"",
    ""cut tissue with scissors""
  ],
  ""objects_manipulated"": [
    ""tissue sample"",
    ""tunica""
  ],
  ""tool_object_interaction"": [
    ""forceps hold tissue sample"",
    ""scissors cut through tissue""
  ]
}
```"
61800_clip_9_operation,videos/level_1/61800/clip_9.mp4,What is the person doing with the decapsulated seminiferous tubules?,"{""A"": ""Transferring them to a test tube"", ""B"": ""Adding sterile PBS to them in the Petri dish"", ""C"": ""Placing them into a new Petri dish"", ""D"": ""Removing them from the Petri dish""}","""C""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""Transfer a small piece of tissue using forceps"",
    ""Pour liquid from a bottle into a petri dish""
  ],
  ""objects_manipulated"": [
    ""Small piece of tissue"",
    ""Petri dish"",
    ""Bottle containing liquid""
  ],
  ""tool_object_interaction"": [
    ""Forceps are used to hold and transfer the tissue."",
    ""The bottle is tilted to pour the liquid into the petri dish.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""place tissue sample into petri dish"",
    ""pour liquid from bottle into petri dish""
  ],
  ""objects_manipulated"": [
    ""tissue sample"",
    ""petri dish"",
    ""liquid from bottle""
  ],
  ""tool_object_interaction"": [
    ""tweezers hold and place tissue sample"",
    ""bottle pours liquid into petri dish""
  ]
}
```"
53800_clip_18_operation,videos/level_1/53800/clip_18.mp4,What is the person doing with the Visual Analogue Scale device?,"{""A"": ""Replacing its sensor component"", ""B"": ""Resetting it to the default position"", ""C"": ""Calibrating it before applying the stimulus"", ""D"": ""Adjusting it to mark the pain detection threshold""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""rotate knob on device""],
  ""objects_manipulated"": [""device with knob""],
  ""tool_object_interaction"": [""hand turns knob on device""]
}
```","```json
{
  ""actions_performed"": [""adjust the knob on the device""],
  ""objects_manipulated"": [""knob on the device""],
  ""tool_object_interaction"": [""finger rotates the knob""]
}
```"
53800_clip_28_operation,videos/level_1/53800/clip_28.mp4,What is the person doing with the tourniquet?,"{""A"": ""Removing it from the subject's non-dominant upper arm"", ""B"": ""Tightening it around the subject's non-dominant forearm"", ""C"": ""Placing it on the subject's non-dominant upper arm"", ""D"": ""Adjusting its position on the subject's dominant upper arm""}","""C""",B,C,C,0.0,1.0,1.0,"```json
{
  ""actions_performed"": [""apply blue tape to arm""],
  ""objects_manipulated"": [""blue tape"", ""arm""],
  ""tool_object_interaction"": [""tape is placed around the arm, securing it in place""]
}
```","```json
{
  ""actions_performed"": [
    ""place a blue tourniquet around the arm""
  ],
  ""objects_manipulated"": [
    ""blue tourniquet"",
    ""arm""
  ],
  ""tool_object_interaction"": [
    ""the tourniquet is wrapped around the arm and secured""
  ]
}
```"
53800_clip_44_operation,videos/level_1/53800/clip_44.mp4,What is the researcher doing with the UVB applicator on the subject's back?,"{""A"": ""Measuring erythema intensity across six skin sections"", ""B"": ""Marking grid lines for future dose application sites"", ""C"": ""Observing immediate skin reactions after UVB exposure"", ""D"": ""Applying ascending UVB doses to specific one-by-one centimeter skin areas""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""point at the device"",
    ""touch the device""
  ],
  ""objects_manipulated"": [
    ""device""
  ],
  ""tool_object_interaction"": [
    ""The hand points to specific parts of the device, indicating features or areas of interest.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""point at the LED indicators on the device"",
    ""touch the skin with a finger""
  ],
  ""objects_manipulated"": [
    ""LED indicators on a device"",
    ""human skin""
  ],
  ""tool_object_interaction"": [
    ""finger points at the LED indicators"",
    ""finger touches the skin""
  ]
}
```"
52098_clip_27_operation,videos/level_1/52098/clip_27.mp4,What is the person doing with the inlet manifold and the nitrogen gas cylinder?,"{""A"": ""Disconnecting the inlet manifold from the nitrogen cylinder"", ""B"": ""Connecting the inlet manifold to the pressurized nitrogen cylinder"", ""C"": ""Adjusting the valve on the nitrogen cylinder"", ""D"": ""Inspecting the connection between the manifold and cylinder""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""adjust pressure gauge""],
  ""objects_manipulated"": [""pressure gauge""],
  ""tool_object_interaction"": [""turning the adjustment knob on the pressure gauge""]
}
```","```json
{
  ""actions_performed"": [
    ""adjust the pressure gauge on the gas cylinder""
  ],
  ""objects_manipulated"": [
    ""pressure gauge"",
    ""gas cylinder""
  ],
  ""tool_object_interaction"": [
    ""hand adjusts the pressure gauge knob""
  ]
}
```"
52098_clip_21_operation,videos/level_1/52098/clip_21.mp4,What is the person doing with the blender?,"{""A"": ""Pulsing intermittently for 20 seconds"", ""B"": ""Pouring contents after securing the lid"", ""C"": ""Mixing at low speed for 40 seconds"", ""D"": ""Mixing at high speed for 40 seconds""}","""D""",B,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""press button on blender base""
  ],
  ""objects_manipulated"": [
    ""blender base"",
    ""blender lid""
  ],
  ""tool_object_interaction"": [
    ""glove hand presses button on blender base"",
    ""lid is placed on top of blender""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""press button on blender control panel""
  ],
  ""objects_manipulated"": [
    ""blender control panel""
  ],
  ""tool_object_interaction"": [
    ""finger presses button on blender control panel""
  ]
}
```"
52098_clip_54_operation,videos/level_1/52098/clip_54.mp4,What is the person doing with the sample?,"{""A"": ""Adjusting its position"", ""B"": ""Preparing to retrieve it"", ""C"": ""Measuring its dimensions"", ""D"": ""Inspecting it visually""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""walks towards the table""],
  ""objects_manipulated"": [""laptop""],
  ""tool_object_interaction"": [""grabs the laptop""]
}
```","```json
{
  ""actions_performed"": [
    ""reaches towards the laptop""
  ],
  ""objects_manipulated"": [
    ""laptop""
  ],
  ""tool_object_interaction"": [
    ""hand interacts with the laptop, possibly to adjust or use it""
  ]
}
```"
57909_clip_8_operation,videos/level_1/57909/clip_8.mp4,What is the person doing with the metal washers?,"{""A"": ""Spraying them and placing them on the rack"", ""B"": ""Wiping them and arranging them on the rack"", ""C"": ""Using hooked forceps to transfer them to the rack"", ""D"": ""Spraying them while removing them from the rack""}","""A""",C,A,C,0.0,1.0,0.0,"```json
{
  ""actions_performed"": [
    ""place washers into a container"",
    ""pick up a needle""
  ],
  ""objects_manipulated"": [
    ""washers"",
    ""needle""
  ],
  ""tool_object_interaction"": [
    ""the washers are placed into a container using gloved hands."",
    ""a needle is picked up by the gloved hand.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""place washers onto a hand"",
    ""transfer washers from one hand to the other"",
    ""place washers into a container""
  ],
  ""objects_manipulated"": [
    ""washers"",
    ""hands"",
    ""container""
  ],
  ""tool_object_interaction"": [
    ""hands hold and transfer washers"",
    ""washers are placed into a container""
  ]
}
```"
57909_clip_13_operation,videos/level_1/57909/clip_13.mp4,What is the person doing with the syringe after filtration?,"{""A"": ""Removing the filter from the syringe"", ""B"": ""Applying gelatin to plungers"", ""C"": ""Mixing gelatin solution with the syringe"", ""D"": ""Injecting gelatin into a container""}","""B""",A,A,A,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 25uL from tube into well""
  ],
  ""objects_manipulated"": [
    ""tube"",
    ""pipette"",
    ""well plate""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取25微升液体并注入试管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""unscrew the cap of a test tube"",
    ""pipette a liquid from the test tube""
  ],
  ""objects_manipulated"": [
    ""test tube with a green cap"",
    ""pipette tip""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserted into the test tube"",
    ""pipette draws liquid from the test tube""
  ]
}
```"
57909_clip_21_operation,videos/level_1/57909/clip_21.mp4,What is the person doing with the forceps and razor?,"{""A"": ""Transferring minced tissue to a solution"", ""B"": ""Removing fascia from the tissue"", ""C"": ""Coarsely mincing the tissue"", ""D"": ""Trimming tissue edges""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""cut a small piece of yellowish tissue"",
    ""place the cut piece into a petri dish""
  ],
  ""objects_manipulated"": [
    ""tissue sample"",
    ""petri dish"",
    ""scalpel"",
    ""forceps""
  ],
  ""tool_object_interaction"": [
    ""scalpel cuts the tissue"",
    ""forceps holds the tissue"",
    ""petri dish receives the tissue""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""cut tissue with scissors"",
    ""place tissue piece into petri dish""
  ],
  ""objects_manipulated"": [
    ""tissue sample"",
    ""petri dish""
  ],
  ""tool_object_interaction"": [
    ""scissors cutting through tissue"",
    ""forceps holding tissue piece""
  ]
}
```"
62649_clip_32_operation,videos/level_1/62649/clip_32.mp4,What is the person adjusting on the puncture platform?,"{""A"": ""Pressure regulator"", ""B"": ""Calibration screw"", ""C"": ""Flow control valve"", ""D"": ""Pressure gauge""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""press button on digital timer""],
  ""objects_manipulated"": [""digital timer""],
  ""tool_object_interaction"": [""finger presses button on digital timer""]
}
```","```json
{
  ""actions_performed"": [
    ""adjust the digital display on the pressure gauge""
  ],
  ""objects_manipulated"": [
    ""digital pressure gauge""
  ],
  ""tool_object_interaction"": [
    ""hand in purple glove interacts with the pressure gauge's adjustment mechanism""
  ]
}
```"
62649_clip_23_operation,videos/level_1/62649/clip_23.mp4,What is the person attaching first to the fluidic connector?,"{""A"": ""A 20 millimeter syringe filled with media"", ""B"": ""An 18 gauge 90-degree bent needle hub"", ""C"": ""A straight 18 gauge needle hub"", ""D"": ""Holding the bent needle hub without attaching it""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""insert needle into syringe"",
    ""connect syringe to tubing""
  ],
  ""objects_manipulated"": [
    ""syringe"",
    ""needle"",
    ""tubing""
  ],
  ""tool_object_interaction"": [
    ""The needle is inserted into the syringe's plunger."",
    ""The syringe is connected to the tubing.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""insert needle into tubing"",
    ""connect tubing to syringe""
  ],
  ""objects_manipulated"": [
    ""needle"",
    ""tubing"",
    ""syringe""
  ],
  ""tool_object_interaction"": [
    ""needle is inserted into the tubing"",
    ""tubing is connected to the syringe""
  ]
}
```"
62649_clip_34_operation,videos/level_1/62649/clip_34.mp4,What is the person doing with the piston arm after positioning the corneal apex?,"{""A"": ""Rotating it to adjust angular alignment"", ""B"": ""Extending it further to increase puncture distance"", ""C"": ""Removing it entirely from the tissue region"", ""D"": ""Retracting it while moving tissue closer to the puncturing object""}","""D""",D,A,A,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""rotate the cylindrical component"",
    ""tighten the clamps""
  ],
  ""objects_manipulated"": [
    ""cylindrical component"",
    ""clamps""
  ],
  ""tool_object_interaction"": [
    ""the cylindrical component is rotated using a hand-held tool"",
    ""the clamps are tightened using a hand-held tool""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""adjusts the position of the sample holder"",
    ""rotates the sample holder""
  ],
  ""objects_manipulated"": [
    ""sample holder"",
    ""knobs on the sample holder""
  ],
  ""tool_object_interaction"": [
    ""hand adjusts the knobs to rotate the sample holder"",
    ""hand rotates the sample holder to a specific position""
  ]
}
```"
