id,video,question,options,gold,C0_pred (video),C0_ok,C1_pred (note),C1_ok,C2_pred (v+n),C2_ok,C4_pred (v+ASR),C4_ok,disagreement_type,note_text (first 280 chars)
54611_clip_30_materials,clip_30,What material appears in the researcher's work in this video clip?,A:digestion buffer | B:control samples | C:extracted DNA pellets | D:samples to be extracted,D,C,✗,C,✗,C,✗,C,✗,all_wrong,"```json {   ""materials_visible"": [     ""powder""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""blue"",       ""size"": ""large""     },     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""size"": ""small""     } ..."
54611_clip_9_materials,clip_9,What material appears in this procedure?,A:distilled water | B:liquid helium | C:liquid oxygen | D:liquid nitrogen,D,D,✓,D,✓,D,✓,D,✓,all_agree_correct,"```json {   ""materials_visible"": [""coffee beans"", ""water""],   ""labels_seen"": [""jove""],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""small""     },     {       ""shape"": ""conical"",       ""color"": ""silver"",       ""size"": ""me..."
62182_clip_7_materials,clip_7,Which material appears in this experimental step?,A:collagen matrix | B:foreskin fibroblast | C:skin biopsy | D:foreskin,D,A,✗,A,✗,A,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Petri dish"",     ""Test tube"",     ""Microscope slide"",     ""Tweezers""   ],   ""labels_seen"": [     ""Sample 1"",     ""Sample 2""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Clear"",       ""size"": ""Small""   ..."
62182_clip_48_materials,clip_48,What material appears in the researcher's work in this video clip?,A:prewarmed KSFM-SCM at 37 degrees Celsius | B:prewarmed DMEM/F12 at 37 degrees Celsius | C:prewarmed Trypsin-EDTA at 37 degrees Celsius | D:Fetal Bovine Serum,A,A,✓,B,✗,B,✗,A,✓,other,"```json {   ""materials_visible"": [     ""Dulbecco's Modified Eagle Medium (DMEM)""   ],   ""labels_seen"": [     ""DMEM"",     ""37 °C"",     ""5% CO2"",     ""95% Humidity""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""l..."
62182_clip_27_materials,clip_27,Which material appears in this experimental step?,A:normal human keratinocytes | B:collagen solution | C:HeLa cells | D:human dermal fibroblasts,A,B,✗,B,✗,B,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""10 mL volumetric flask"",     ""10 mL pipette tip"",     ""test tubes"",     ""microcentrifuge tubes""   ],   ""labels_seen"": [     ""10 mL"",     ""Jr""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent..."
62182_clip_4_materials,clip_4,What material appears in the researcher's work in this video clip?,A:PBS | B:DMEM | C:wash media | D:70% ethanol,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""tissue sample""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""petri dish"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""pinkish..."
57598_clip_51_materials,clip_51,What material appears in this procedure?,A:SDS | B:PFO | C:chloroform | D:isopropanol,B,D,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Ammonium Thiocyanate""   ],   ""labels_seen"": [     ""Ammonium Thiocyanate"",     ""CAS No.: 10035-72-9"",     ""EC No.: 200-486-5"",     ""UN No.: 2006"",     ""H228 - Harmful if swallowed"",     ""H314 - Causes severe skin irritation"",     ""H315 - Cau..."
57598_clip_16_materials,clip_16,What material appears in this procedure?,A:polyethylene tubing | B:PVC tubing | C:PTFE tubing | D:silicone tubing,A,C,✗,A,✓,C,✗,A,✓,other,"```json {   ""materials_visible"": [     ""syringe"",     ""pipette tips"",     ""microplate""   ],   ""labels_seen"": [     ""1007""   ],   ""container_descriptions"": [     {       ""type"": ""syringe"",       ""color"": ""transparent"",       ""size"": ""standard""     },     {       ""type"": ""pipette t..."
57598_clip_49_materials,clip_49,What material appears in the researcher's work in this video clip?,A:mineral oil | B:silicone oil | C:lower layer of HFE oil | D:perfluorodecalin,C,D,✗,D,✗,D,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Test tube"",     ""Pipette tip"",     ""Multichannel pipette""   ],   ""labels_seen"": [     ""FC 40"",     ""35""   ],   ""container_descriptions"": [     {       ""type"": ""test tube"",       ""color"": ""transparent"",       ""size"": ""standard laboratory tes..."
65086_clip_7_materials,clip_7,Which material appears in this experimental step?,A:cell pellet | B:cell culture supernatant | C:cell suspension | D:protein suspension,C,A,✗,C,✓,A,✗,C,✓,other,"```json {   ""materials_visible"": [     ""test tubes"",     ""pipette tip"",     ""centrifuge tubes""   ],   ""labels_seen"": [     ""cytospin"",     ""LID OPEN""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""blue"",       ""size"": ""small""     },     {  ..."
65086_clip_11_materials,clip_11,Which material appears in this experimental step?,A:microcarriers | B:organoids | C:trypsin | D:spheroids,D,A,✗,A,✗,A,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [""sample""],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""black"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""white"",       ""state"": ""powder"",       ""t..."
65086_clip_5_materials,clip_5,What material appears in the researcher's work in this video clip?,A:cell debris | B:microbeads | C:plasmids | D:cells,D,D,✓,D,✓,D,✓,D,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""Test tube with orange cap"",     ""Test tubes with blue caps labeled 'Growth media'""   ],   ""labels_seen"": [     ""Growth media""   ],   ""container_descriptions"": [     {       ""shape"": ""Cylindrical"",       ""color"": ""Clear"",       ""size"": ""Stan..."
65086_clip_12_materials,clip_12,What material appears in this procedure?,A:PBS | B:DMEM | C:sterile water | D:prewarmed growth media,D,D,✓,C,✗,C,✗,D,✓,other,"```json {   ""materials_visible"": [     ""test tubes"",     ""pipette tips"",     ""microplate""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""blue"",       ""size"": ""medium""     },     {       ""shape"": ""cylindric..."
54144_clip_31_materials,clip_31,What material appears in this procedure?,A:Tris-HCl buffer (pH 7.4) | B:0.9% saline solution | C:0.8% phosphate buffered saline | D:Hank's Balanced Salt Solution (HBSS),C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""PBS""   ],   ""labels_seen"": [     ""PBS""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",       ""size"": ""me..."
54144_clip_13_materials,clip_13,Which material appears in this experimental step?,A:TE buffer | B:Lipofectamine | C:cDNA | D:10 nanograms of CMY plasmid,D,A,✗,B,✗,A,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette tip"",     ""ice cubes"",     ""plastic tube""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""blue"",       ""size"": ""small""     },     {       ""shape"": ""cylindrica..."
54144_clip_10_materials,clip_10,What material appears in this procedure?,A:ice-cold distilled water | B:deionized water | C:PBS (Phosphate Buffered Saline) | D:RNase-free water,A,A,✓,B,✗,A,✓,A,✓,note_only_wrong (compression lost info),"```json {   ""materials_visible"": [     ""Nalgene bottle""   ],   ""labels_seen"": [     ""Nalgene""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""square"",       ""color"": ""blue"",   ..."
67076_clip_16_materials,clip_16,What material appears in this procedure?,A:wash buffer | B:flow through containing the DNA | C:loading buffer | D:elution buffer,B,D,✗,B,✓,B,✓,B,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""DNA""   ],   ""labels_seen"": [     ""DEKKER""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""s..."
67076_clip_28_materials,clip_28,Which material appears in this experimental step?,A:biotin-coated magnetic beads | B:75 microliter aliquot containing one milligram of DNA bound streptavidin-coated magnetic beads | C:protein A/G magnetic beads,B,B,✓,B,✓,B,✓,B,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""Bottles with blue caps"",     ""White rectangular box""   ],   ""labels_seen"": [     ""Jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",       ""size"": ""small to medium""     },     {       ""shape..."
67076_clip_11_materials,clip_11,What material appears in this procedure?,A:antibodies | B:silica gel | C:agarose | D:resin,D,B,✗,B,✗,B,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [],   ""labels_seen"": [""DEKKER"", ""fisherbrand"", ""00:28:00"", ""05:26:75""],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""small""     }   ],   ""substance_appearance"": [] } ```"
52750_clip_18_materials,clip_18,What material appears in the researcher's work in this video clip?,A:fur | B:Betadine | C:cotton swab | D:pelt,A,B,✗,B,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""4% isoflurane""   ],   ""labels_seen"": [     ""Anesthesia = 4% isoflurane""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""black"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ..."
52750_clip_25_materials,clip_25,What material appears in the researcher's work in this video clip?,A:left ventricular lumen | B:perfusion buffer | C:aortic arch | D:right ventricular lumen,A,B,✗,B,✗,B,✗,B,✗,all_wrong,"```json {   ""materials_visible"": [     ""tweezers"",     ""scalpel"",     ""clear plastic block with two tubes attached""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""block"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],  ..."
52750_clip_31_materials,clip_31,Which material appears in this experimental step?,A:aorta | B:right ventricle | C:left atrium | D:left ventricle,D,A,✗,A,✗,A,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [""mouse"", ""needle"", ""forceps""],   ""labels_seen"": [""jove""],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""red"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""pinkish-red"",    ..."
51079_clip_34_materials,clip_34,What material appears in this procedure?,A:nitrogen gas | B:100% oxygen | C:carbon dioxide | D:nitrous oxide,B,A,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Sample tube""   ],   ""labels_seen"": [     """"   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""clear"",     ..."
51079_clip_15_materials,clip_15,What material appears in the researcher's work in this video clip?,A:polyethylene tubing | B:silicone tubing | C:PVC tubing | D:Tygon tubing,A,D,✗,A,✓,A,✓,A,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""halothane"",     ""soflurane""   ],   ""labels_seen"": [     ""HALOTHANE"",     ""SOFLURANE"",     ""VAPOR 19.1"",     ""FMA SERIES"",     ""OMEGA"",     ""FLOW"",     ""EMPTY"",     ""USE ONLY"",     ""MPT"",     ""ONE OCEAN DRIVE, P.O. BOX 687,"",     ""BURLINGTON..."
51079_clip_45_materials,clip_45,What material appears in this procedure?,A:propofol emulsion | B:dexmedetomidine | C:ketamine solution | D:anesthetic concentration,D,A,✗,D,✓,C,✗,D,✓,other,"```json {   ""materials_visible"": [],   ""labels_seen"": [""jove""],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""brown"",       ""state"": ""solid"",      ..."
67016_clip_39_materials,clip_39,Which material appears in this experimental step?,A:fetal bovine serum | B:trypsin | C:PBS | D:medium,D,D,✓,A,✗,C,✗,D,✓,other,"```json {   ""materials_visible"": [     ""FALCON tube""   ],   ""labels_seen"": [     ""FALCON""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""clear""..."
67016_clip_10_materials,clip_10,What material appears in this procedure?,A:DMEM | B:fresh medium A | C:PBS | D:trypsin solution,B,C,✗,C,✗,C,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Test tube labeled 'A'"",     ""Test tube labeled 'B'""   ],   ""labels_seen"": [     ""A"",     ""B""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""standard test tube size""     },..."
67016_clip_4_materials,clip_4,Which material appears in this experimental step?,A:fungal colony with fuzzy edges | B:colony morphology with edges slightly curled up with loose gaps | C:E. coli colonies on MacConkey agar | D:yeast colony wit,B,B,✓,D,✗,D,✗,B,✓,other,"```json {   ""materials_visible"": [     ""Microscope slides"",     ""Microscope""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""clear"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""c..."
59155_clip_20_materials,clip_20,What material appears in this procedure?,A:Argon atmosphere | B:Oxygen atmosphere | C:Nitrogen atmosphere | D:Helium atmosphere,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""Heidolph""   ],   ""labels_seen"": [     ""Heidolph"",     ""35"",     ""43""   ],   ""container_descriptions"": [     {       ""shape"": ""spherical flask"",       ""color"": ""transparent"",       ""size"": ""medium""     },     {       ""shape"": ""rotary evapora..."
